,step,fold_0,fold_1,fold_2,fold_3
0,15,5.63588809967041,4.772557258605957,6.5350608825683585,6.192430019378662
1,25,5.010395050048828,7.464951038360597,7.91913366317749,5.286964416503906
2,30,5.176614284515381,5.428663730621338,5.990558624267577,5.5369720458984375
3,40,8.031258583068848,5.954455375671388,7.242252826690674,6.38007926940918
4,50,6.00765323638916,4.668689727783203,8.239860534667969,5.191188335418701
5,55,5.6474385261535645,6.260152339935303,7.807202339172362,4.787212371826172
6,65,7.675283908843994,3.562332391738892,5.851570129394531,4.855245590209961
7,70,5.112082481384277,4.487424373626709,5.261692523956299,7.9069905281066895
8,75,5.514085292816162,8.984346389770508,6.986674785614014,4.656338691711426
9,80,7.3055596351623535,5.582184314727783,6.648714065551758,5.193608283996582
10,85,7.421281337738037,6.428049564361572,8.16698169708252,6.083031177520753
11,90,5.776839733123778,5.794839382171631,5.242714405059815,6.9741764068603525
12,95,7.3013596534729,6.237002372741699,9.335728645324707,6.095078468322754
13,100,5.609729290008545,7.8330931663513175,5.568069934844972,4.420739650726318
14,110,4.615635871887207,8.132311820983888,8.019543647766112,6.332108974456787
15,120,6.373974800109862,3.332106351852417,4.487424373626709,6.154181957244872
16,125,3.1604106426239014,6.106598377227782,6.796786785125732,7.201703071594237
17,150,6.3453426361083975,5.187432765960693,6.613675117492676,6.779081344604492
18,155,3.033461570739746,3.1480653285980225,4.804431915283203,4.40436315536499
19,165,8.278043746948242,6.067988872528076,6.277573585510254,2.6863491535186768
20,170,5.989832401275635,5.948345184326173,4.1845054626464835,7.378001689910889
21,180,6.767533302307129,6.6275062561035165,6.227445602416992,6.500965118408202
22,195,4.029523849487306,7.75575065612793,6.579855442047119,4.785059928894043
23,200,7.20773983001709,8.350338935852049,6.2041873931884775,7.378001689910889
24,210,8.719625473022461,6.410606384277344,4.0832505226135245,1.931963562965393
25,215,6.499232292175293,5.089925289154053,7.521777153015138,4.605170249938965
26,220,4.797052383422852,6.9741759300231925,6.242924213409424,6.783031940460205
27,225,4.8744239807128915,5.487011432647705,6.636862277984619,5.961487293243407
28,235,5.2383809089660645,3.16162657737732,4.622100830078125,7.23948335647583
29,245,6.55549430847168,6.539719104766847,11.270074844360352,6.01230525970459
30,250,3.9675312042236333,6.675778388977051,5.019231796264648,3.247675895690918
31,265,7.642200469970702,7.225352764129639,1.9518007040023804,9.714030265808104
32,270,4.029523849487306,5.396683692932129,3.1105098724365234,3.177124500274658
33,275,6.792625427246094,6.55651330947876,2.975648164749145,2.417714357376098
34,280,5.532058238983153,6.404064655303955,3.725408792495728,4.190705299377441
35,285,6.865115165710449,4.835428714752197,5.726165294647218,4.298159122467041
36,300,5.3726983070373535,5.3517117500305185,8.387988090515138,5.372698783874512
37,305,5.2383809089660645,2.789670467376709,5.846759796142577,6.286057949066162
38,315,3.78281831741333,5.324727535247803,9.14013957977295,4.579004287719727
39,325,4.266554355621338,4.163841724395752,5.798583030700684,5.168302536010742
40,330,2.8443698883056636,6.743284702301025,9.8762845993042,5.521939754486084
41,335,7.215658664703369,7.222731113433838,6.320822238922119,2.247234582901001
42,340,7.458906650543213,5.168302059173584,4.266554832458496,10.550026893615724
43,345,8.634695053100586,4.11525821685791,9.881928443908693,5.7308783531188965
44,355,3.65468430519104,4.1117587089538565,3.1060912609100337,5.6413331031799325
45,360,7.828789234161378,6.934529781341553,2.743505954742432,5.37269926071167
46,365,4.3243675231933585,7.822017192840576,4.2047204971313485,5.6201252937316895
47,370,5.983232975006104,2.8630826473236084,4.1480393409728995,5.372697830200195
48,380,2.302585363388061,3.5938997268676762,4.385069847106934,8.321842193603517
49,390,2.3025851249694824,6.1402268409729,5.15404224395752,4.813042163848877
50,395,7.177588939666747,8.296077728271483,6.468446254730225,5.2693772315979
51,405,4.835428714752197,5.835862159729004,5.214678764343262,3.6162395477294917
52,420,1.7125476598739624,6.118906497955322,2.686349391937256,8.753792762756348
53,425,6.523991107940674,6.1018500328063965,7.7232537269592285,8.770139694213867
54,430,1.96562135219574,2.831557512283325,6.669556617736816,4.1414546966552725
55,435,4.2416043281555185,4.863218784332275,4.835428237915039,4.720299243927002
56,440,4.15950870513916,4.178765773773193,5.096162796020508,2.0893826484680176
57,445,0.9543609619140624,2.7258543968200684,4.701111316680908,5.260766983032227
58,470,9.234325408935547,6.827804088592528,5.3726983070373535,6.799821376800537
59,495,6.286057949066162,2.5520315170288086,5.223456859588623,5.295945644378662
60,510,2.1490793228149414,3.7516255378723145,7.0191707611083975,3.432557344436645
61,520,7.7712249755859375,2.420715570449829,8.059047698974611,5.775650978088379
62,525,2.7474024295806885,6.354248523712157,4.395843982696533,6.664212703704834
63,530,5.861125469207764,5.612551212310791,7.422807216644287,3.2546155452728267
64,565,6.332108974456787,6.4920101165771475,4.230999946594238,9.066429138183594
65,580,4.905507564544678,5.540595531463623,6.799821853637695,5.3726983070373535
66,590,6.268148422241211,3.480043649673462,8.562738418579103,6.7158732414245605
67,595,4.197420597076416,3.07011342048645,6.044286251068115,4.197420597076416
68,600,2.6191906929016118,6.76960039138794,5.948345184326173,5.5965609550476065
69,620,6.7865662574768075,5.842809200286865,8.059047698974611,7.16359806060791
70,625,5.288750171661377,6.547976493835449,7.521777629852295,7.439120769500732
71,630,7.675283432006836,6.399832248687744,12.952041625976562,6.509231090545653
72,645,2.6863491535186768,6.7158732414245605,2.9102118015289307,4.413288116455078
73,650,1.3431745767593384,6.162801265716553,7.61132287979126,7.422807216644287
74,665,10.20812702178955,11.28266716003418,7.790412425994872,3.81744384765625
75,685,6.907755374908447,6.984508037567139,9.918828010559082,1.5498168468475342
76,695,3.223618984222412,6.7158732414245605,4.317347049713135,1.465281367301941
77,705,2.4797070026397705,6.7865662574768075,3.3579366207122803,5.709535598754883
78,710,6.7158732414245605,5.3726983070373535,5.57934045791626,8.059048652648926
79,715,11.158681869506836,12.08857250213623,8.394841194152832,5.036904811859131
80,720,3.719560384750366,2.954983949661255,2.6863491535186768,7.771224498748778
81,725,11.282666206359865,7.439120769500732,3.693730115890503,8.059047698974611
82,730,6.199267864227295,4.959414005279541,5.889304637908936,7.051666259765625
83,740,3.0996336936950684,4.339487075805663,3.0221431255340576,5.7084922790527335
84,750,8.059047698974611,6.5092315673828125,3.0221431255340576,8.346870422363281
85,765,3.719560384750366,6.199267387390138,4.649450302124023,7.6560959815979
86,770,2.4797070026397705,3.2739882469177246,2.564242362976074,5.7084922790527335
87,775,1.465281367301941,8.86495304107666,4.76216459274292,8.394841194152832
88,785,5.238381385803223,3.719560384750366,8.922516822814941,4.76216459274292
89,790,9.52432918548584,2.1697435379028316,4.835428714752197,5.180816173553467
90,795,4.029523849487306,3.693730115890503,3.663203477859497,5.128484725952148
91,805,4.395843982696533,3.3579366207122803,5.861125469207764,8.059047698974611
92,810,8.425368309020996,4.835428714752197,7.893451690673827,6.22744607925415
93,820,4.229748725891113,-1.1920928244535387e-07,7.797390460968018,7.675284385681152
94,825,5.756462574005128,5.344715595245361,5.692873954772949,7.825075626373291
95,835,5.197847366333008,7.311851024627685,8.534755706787111,6.044285774230957
96,840,3.734680652618408,5.826865196228027,6.82332706451416,7.433344841003418
97,845,4.934110641479492,7.578707218170166,6.289323806762695,7.1419830322265625
98,855,5.259912967681885,7.105496406555176,5.196695804595947,6.982457160949707
99,875,7.746681690216064,7.173773765563965,6.061805248260497,7.426312923431396
100,880,6.776926517486572,6.514397144317628,4.595655918121338,6.465980052947997
101,885,8.184969902038574,6.932147026062013,7.571605205535889,6.814154624938965
102,890,8.214029312133789,7.689366340637207,7.015688896179199,7.0446224212646475
103,900,5.745802879333496,7.0143561363220215,4.982744693756104,5.64133358001709
104,905,6.438930034637451,6.517316818237305,5.604701519012451,5.549432277679443
105,915,5.7903242111206055,7.865630149841309,8.243605613708496,3.2929441928863525
106,925,5.0450944900512695,7.870163440704347,5.046319484710693,5.783112525939941
107,930,5.3726983070373535,7.9055418968200675,7.3479552268981925,5.315542221069336
108,935,5.743229866027832,8.518555641174316,3.5258331298828125,4.79374361038208
109,940,5.861125946044923,6.472620487213135,4.924973964691162,4.566793441772461
110,950,4.3264360427856445,6.854344844818115,6.305019855499268,4.456179141998291
111,955,7.719718933105469,7.867166042327881,3.9750709533691406,5.009678363800049
112,990,8.776634216308594,7.0078678131103525,6.4367713928222665,6.5414347648620605
113,1010,7.150986194610597,6.320822238922119,3.3310730457305913,5.023821830749512
114,1030,8.174177169799805,7.616783142089844,8.112774848937987,5.353509902954102
115,1035,6.679073810577393,6.332108974456787,6.299677848815918,4.463472366333008
116,1040,7.039529323577881,8.236821174621582,4.79987382888794,6.116241455078125
117,1060,7.474116802215576,7.577910423278809,11.458958625793455,9.498162269592283
118,1065,5.680968284606934,6.560891151428223,4.701111316680908,5.945199489593506
119,1070,4.948537826538086,6.385244846343994,7.584986686706543,7.364302158355713
120,1075,5.322012424468994,8.278840065002441,3.534670352935791,3.2692360877990723
121,1090,7.621056079864503,7.201703071594237,2.9756484031677246,7.7086548805236825
122,1095,8.916393280029297,7.987092018127441,6.488215923309326,5.846760272979736
123,1105,5.1683030128479,8.971392631530762,6.366647720336914,5.34686803817749
124,1110,7.857571125030518,5.744215488433838,5.796858787536621,2.9963126182556152
125,1115,7.4269652366638175,7.684208393096924,5.796858787536621,6.783031940460205
126,1125,7.8072028160095215,7.16359806060791,6.083791732788086,6.939735889434815
127,1130,6.626327991485597,6.354249954223633,10.10683822631836,6.12823486328125
128,1135,6.974175453186035,8.059047698974611,4.717491149902344,6.689010143280028
129,1145,7.333733081817628,8.363162994384767,9.718263626098633,7.7136597633361825
130,1150,7.897866249084473,7.920098304748535,6.162801742553711,4.119068622589111
131,1155,4.029524326324463,7.9815568923950195,3.871503353118897,4.216943264007568
132,1160,10.073809623718262,7.30936861038208,5.476019382476807,3.81171178817749
133,1165,7.152405738830566,6.478842258453369,8.059047698974611,4.029523849487306
134,1170,7.353880882263184,7.74908447265625,6.482277870178223,7.867165565490723
135,1185,7.684208393096924,5.9037208557128915,8.765981674194336,5.269377708435059
136,1190,7.955726146697997,6.984508991241455,4.132844924926759,4.76216459274292
137,1200,5.3726983070373535,8.708971977233888,4.983884811401367,5.3391194343566895
138,1220,6.873894214630128,7.7136597633361825,7.7712249755859375,2.6863491535186768
139,1225,6.636862754821777,6.296131134033202,4.266554832458496,5.280066013336182
140,1235,6.044286251068115,7.086403846740723,6.715872764587402,2.1621835231781006
141,1245,5.199385643005371,9.14810848236084,4.307422161102295,6.044286251068115
142,1250,7.61132287979126,8.61484432220459,3.7417008876800537,3.6739778518676762
143,1275,8.184969902038574,7.61132287979126,6.930781364440918,7.16359806060791
144,1290,5.963695049285889,7.675283432006836,3.525833368301392,6.499232292175293
145,1295,7.414323806762695,8.425368309020996,2.901257038116455,7.051666259765625
146,1300,4.029523849487306,7.521778583526611,6.268148422241211,8.935030937194824
147,1305,10.409603118896484,6.657474040985107,8.596318244934082,5.0742154121398935
148,1315,7.623423099517822,7.229440212249756,7.539108753204347,3.0221428871154785
149,1335,4.996610164642334,6.354248523712157,3.480043649673462,3.6791305541992183
150,1345,6.907755374908447,5.96966552734375,4.959414005279541,5.8428101539611825
151,1355,8.935030937194824,9.738016128540039,7.253143310546875,7.091961860656737
152,1360,4.869007587432861,7.45461893081665,10.596155166625977,8.791687965393066
153,1365,5.089924812316895,8.63469409942627,4.555114269256592,7.555357456207275
154,1370,5.7084922790527335,7.575504779815674,5.93824577331543,9.469380378723145
155,1385,7.867166519165039,8.260523796081543,3.663203477859497,6.410606384277344
156,1390,5.036904811859131,7.53345775604248,5.861125469207764,6.799821376800537
157,1400,5.148836135864258,8.059047698974611,5.036904811859131,8.260523796081543
158,1410,7.253143310546875,5.540595531463623,4.413288116455078,7.3479552268981925
159,1420,11.14044952392578,7.422807216644287,7.521777629852295,8.826576232910156
160,1445,7.53345775604248,7.6560959815979,8.059046745300293,8.282909393310549
161,1455,7.16359806060791,6.907754898071289,10.36163330078125,8.271127700805664
162,1460,8.562738418579103,6.907755374908447,4.298158645629884,8.250929832458496
163,1475,4.029523849487306,5.925770282745361,7.16359806060791,7.61132287979126
164,1480,6.447237968444824,6.648714542388916,5.861125469207764,6.907755374908447
165,1485,8.922516822814941,4.339487552642821,6.9077558517456055,8.86495304107666
166,1490,6.399831771850586,8.059047698974611,6.447237968444824,6.044285774230957
167,1495,6.547976493835449,7.771224498748778,5.3726983070373535,8.86495304107666
168,1500,6.4920105934143075,8.327682495117188,2.954983949661255,7.129157543182372
169,1505,4.029523849487306,5.889304637908936,7.439120769500732,5.104063510894775
170,1510,6.162801265716553,6.7158732414245605,0.9298900961875916,7.253142833709718
171,1515,10.42935562133789,7.61132287979126,6.7158732414245605,7.521777153015138
172,1535,9.738015174865724,6.5092315673828125,2.6863491535186768,8.730635643005371
173,1540,6.960086345672607,6.960086345672607,8.059047698974611,9.158008575439453
174,1550,7.74908447265625,7.387460231781006,3.0221431255340576,6.960087299346924
175,1565,8.988938331604004,4.317347049713135,6.199267387390138,7.74908447265625
176,1585,5.756463050842285,6.38007926940918,2.564242362976074,8.730635643005371
177,1590,5.3726983070373535,7.74908447265625,1.2398535013198853,7.387460708618164
178,1595,6.593766689300537,5.64133358001709,5.861125469207764,8.059047698974611
179,1600,9.52432918548584,10.073809623718262,3.223618984222412,7.326406478881836
180,1610,3.296883344650269,6.593766689300537,2.1979219913482666,7.253143310546875
181,1620,6.044285774230957,8.059047698974611,6.22744607925415,9.267905235290527
182,1625,6.044285774230957,5.3726983070373535,6.3551344871521,6.044285774230957
183,1630,7.986225128173827,8.059047698974611,5.8786888122558585,7.546199321746826
184,1635,5.840259075164795,6.907754898071289,5.505454063415527,7.3479552268981925
185,1650,8.175004959106445,6.80596399307251,8.031064987182617,7.694934368133545
186,1655,7.940532207489014,7.232478141784668,6.2486820220947275,7.5446414947509775
187,1665,7.900405406951903,5.568578720092773,7.731648921966553,8.245025634765625
188,1685,7.387460231781006,8.034173965454103,6.096844673156737,7.452835559844972
189,1695,8.901823997497559,6.343777656555176,7.6041011810302725,8.157329559326174
190,1705,7.61132287979126,6.447237491607666,5.963695049285889,7.867166042327881
191,1710,6.835799217224121,7.607741355895996,6.691887378692628,7.588936805725098
192,1715,8.360321044921875,8.363801002502441,4.939416408538818,7.601147174835205
193,1720,6.736860275268555,7.101210117340088,7.460603713989258,8.624594688415527
194,1725,7.652024269104004,8.516003608703612,5.857733726501465,7.592471599578857
195,1735,6.982192516326903,7.597330570220947,7.966768741607666,7.953929424285889
196,1740,8.621307373046875,7.334638595581055,3.388463020324707,7.582437515258789
197,1755,6.8938841819763175,6.397388458251952,4.680759906768799,7.9800376892089835
198,1765,7.560549259185791,6.989990711212157,6.210207939147949,9.22421169281006
199,1770,8.142995834350586,7.796252727508545,6.020011901855469,7.702001094818115
200,1780,6.352425575256348,4.959414005279541,5.554208278656006,6.8938841819763175
201,1790,8.006715774536133,6.610230922698975,3.35793685913086,7.688517093658447
202,1795,7.753008365631103,9.02613353729248,5.47166919708252,8.001482963562013
203,1800,8.231741905212402,6.92026948928833,4.597790241241455,8.232359886169434
204,1810,7.051666259765625,5.448370456695557,4.7778639793396,8.435136795043945
205,1815,9.01046371459961,7.20773983001709,5.468639373779297,7.2915191650390625
206,1820,6.410606384277344,7.02583646774292,6.436772346496582,7.753006935119629
207,1825,7.577910423278809,6.4822773933410645,5.494805335998535,7.575505256652832
208,1835,5.959155082702638,6.633216381072997,6.1402268409729,7.326406478881836
209,1840,8.32327938079834,7.536702632904053,8.166501045227049,8.409441947937013
210,1850,6.583447456359862,7.169413089752197,6.129416465759277,8.239474296569824
211,1855,6.340573787689209,6.918617248535156,6.636862277984619,7.548263549804687
212,1865,7.0841636657714835,6.803950309753418,4.622101306915283,8.596317291259767
213,1875,6.61093807220459,7.483401775360107,11.333035469055176,8.059047698974611
214,1880,5.372698783874512,8.663476943969728,4.309351921081543,8.721435546875
215,1885,6.38007926940918,5.898288249969482,7.584986686706543,7.699268817901611
216,1890,5.252772331237793,7.129157543182372,5.231311321258545,8.338875770568848
217,1895,8.124039649963379,7.399670600891112,3.7467503547668457,7.9815568923950195
218,1905,5.941840171813965,7.376077651977539,2.9756484031677246,7.414324283599853
219,1910,4.892993450164795,6.994645595550537,6.447237968444824,7.525728225708008
220,1925,5.876388549804688,6.835799217224121,5.938246250152588,7.030233383178711
221,1930,6.907755374908447,8.401986122131348,7.318931579589844,8.059047698974611
222,1935,6.984508037567139,6.745072841644287,5.867552757263184,8.744924545288086
223,1940,7.458905696868896,6.044286251068115,9.974723815917967,9.150378227233887
224,1950,6.819194316864014,7.975100040435791,8.550453186035156,7.87995719909668
225,1955,7.172553062438965,5.494805335998535,4.717491149902344,7.980037212371826
226,1960,6.944498062133789,6.354249000549316,9.560242652893066,9.223132133483887
227,1965,4.886869430541992,6.883769989013673,4.197420597076416,7.5095672607421875
228,1990,7.9151368141174325,7.555357456207275,4.622100830078125,8.9824800491333
229,2010,9.14013957977295,9.986211776733398,4.132844924926759,7.5288472175598145
230,2015,8.651625633239746,7.950140953063965,5.81001091003418,8.174177169799805
231,2025,7.542442321777344,7.771224021911621,9.91045093536377,9.358893394470217
232,2030,4.2416043281555185,7.822017192840576,7.675283432006836,7.555356979370117
233,2040,7.570620536804199,5.137642860412598,8.65162467956543,9.670857429504396
234,2075,7.790413379669189,8.83895492553711,3.4922537803649902,8.327683448791504
235,2080,10.38377285003662,4.936166286468506,2.6863491535186768,7.8469672203063965
236,2095,7.555357456207275,5.7084922790527335,2.686349391937256,6.22744607925415
237,2100,7.022884845733643,7.703502178192139,6.76960039138794,6.799821376800537
238,2105,8.533109664916992,6.369247913360597,3.525833368301392,7.01435661315918
239,2110,7.253142356872559,9.210339546203613,5.820423126220702,7.303512096405028
240,2120,6.608419418334961,9.158008575439453,7.924729824066162,7.7086548805236825
241,2130,8.506772041320799,5.64133358001709,2.9848325252532963,6.5306077003479
242,2140,5.494804859161377,8.506772041320799,7.539108753204347,5.734322547912598
243,2150,5.514085292816162,8.791688919067383,7.253143310546875,8.663476943969728
244,2175,9.832038879394533,7.091961860656737,9.33152961730957,6.776926040649414
245,2195,7.736685752868652,6.044285774230957,5.93824577331543,8.059047698974611
246,2200,10.073808670043944,5.3726983070373535,3.663203477859497,7.483401298522949
247,2205,6.715872764587402,9.066428184509276,3.6265716552734375,7.387460708618164
248,2210,3.6265711784362793,8.442811965942383,3.0221428871154785,6.907755374908447
249,2220,6.044285774230957,6.83267068862915,5.036904811859131,8.608529090881348
250,2225,7.1830644607543945,8.69528865814209,4.605170249938965,7.358261108398437
251,2240,5.948344230651856,5.302004814147949,8.059047698974611,7.129158020019531
252,2255,4.605170249938965,6.636862754821777,8.059046745300293,7.904065608978271
253,2270,4.977647304534912,4.835428714752197,6.907755374908447,8.27112865447998
254,2285,6.296131134033202,8.242208480834961,4.298158645629884,7.8469672203063965
255,2290,3.4922540187835693,7.253143310546875,7.16359806060791,7.634886741638184
256,2295,7.422807216644287,6.044285774230957,5.861125469207764,7.822017192840576
257,2300,9.007171630859375,6.044285774230957,6.9077558517456055,8.310893058776855
258,2305,10.409603118896484,7.387460708618164,5.3726983070373535,6.715873718261719
259,2315,8.369011878967285,8.596317291259767,3.4922540187835693,8.059047698974611
260,2320,7.439120769500732,7.303511619567871,7.439120769500732,2.3025851249694824
261,2325,8.922516822814941,6.4920101165771475,0.3099632859230041,5.269377708435059
262,2330,4.835428714752197,6.044285774230957,3.1660542488098145,2.8782315254211426
263,2335,7.771224498748778,6.819193840026856,3.0221431255340576,5.2383809089660645
264,2340,6.939735412597656,5.90996789932251,5.269377708435059,3.719560384750366
265,2345,5.372698783874512,8.059047698974611,2.6863491535186768,2.1697435379028316
266,2355,8.059047698974611,6.7158732414245605,8.059047698974611,6.044285774230957
267,2365,10.073809623718262,6.178603649139403,4.959414005279541,8.596317291259767
268,2370,7.692727565765381,8.394841194152832,8.791687965393066,2.5904080867767334
269,2385,4.835428714752197,7.051666736602782,6.819193840026856,6.85019063949585
270,2390,6.380079746246338,4.76216459274292,1.2398535013198853,3.296883344650269
271,2410,4.959414005279541,10.538755416870117,3.223618984222412,6.509231090545653
272,2425,6.960087299346924,6.199267864227295,8.791687965393066,4.029523849487306
273,2430,10.476762771606444,5.861125469207764,6.593766689300537,6.593766689300537
274,2440,9.416587829589844,4.76216459274292,6.447237491607666,5.2693772315979
275,2445,5.230375289916992,7.051666736602782,6.646097660064697,6.724268436431885
276,2455,8.430188179016112,8.49598503112793,5.388316631317139,6.306090831756593
277,2465,7.09196138381958,6.515825748443604,6.30708122253418,6.140227317810059
278,2480,7.961558818817139,7.764204025268555,6.425457000732423,5.695868492126465
279,2485,8.907367706298828,7.129158020019531,4.429145812988281,6.094238758087157
280,2515,7.419440269470215,7.844139575958253,6.440042972564697,6.22744607925415
281,2530,8.101463317871094,6.596479892730713,5.156057834625244,4.865277290344238
282,2535,5.9867210388183585,6.962779998779298,7.420707702636719,4.998159408569336
283,2540,6.00554084777832,5.501176357269287,6.156217098236084,2.471892833709717
284,2550,7.6348876953125,8.27112865447998,7.659171104431152,4.237231254577637
285,2555,5.8344154357910165,7.167902946472168,4.820364952087402,8.169951438903809
286,2560,4.879790306091309,8.313161849975586,3.4342534542083736,6.677497386932372
287,2570,7.169412136077881,6.687294960021973,4.486480236053467,6.1503257751464835
288,2575,8.226944923400879,7.317986011505128,4.599355697631836,3.1257057189941406
289,2580,6.044285774230957,9.418404579162598,6.1153950691223145,5.1411166191101065
290,2585,8.15275764465332,7.1830644607543945,6.020011901855469,3.5991861820220947
291,2595,6.2351579666137695,7.2822723388671875,6.2632813453674325,6.760645389556885
292,2600,4.825479507446289,8.824657440185547,3.9750704765319824,4.552838802337647
293,2620,7.548981189727782,7.950140953063965,4.752771854400635,6.044285774230957
294,2625,8.600327491760254,7.2268638610839835,6.1402268409729,9.178359985351562
295,2655,6.939735889434815,8.346870422363281,8.596317291259767,1.0825586318969729
296,2665,9.381235122680664,8.425368309020996,6.015908718109131,9.241042137145996
297,2670,6.268147945404053,7.631674289703369,6.55469274520874,4.807151317596436
298,2675,8.673720359802246,8.273955345153809,6.755378246307372,5.092870712280273
299,2680,6.1902828216552725,6.447237968444824,6.434239387512207,7.929063320159912
300,2685,6.889186382293701,7.310707569122314,4.503585338592528,6.861081123352051
301,2690,5.97481107711792,5.448370456695557,11.333035469055176,6.2813167572021475
302,2695,7.90406608581543,4.701111316680908,4.253386497497559,5.726165771484375
303,2700,8.254024505615233,7.705580711364746,7.584986686706543,6.434239387512207
304,2705,6.824193477630615,7.98301887512207,5.3020052909851065,6.075282096862793
305,2710,7.647871494293213,6.404064655303955,3.08510422706604,3.4418849945068364
306,2715,6.478842258453369,5.50184965133667,3.958830356597901,5.269377708435059
307,2720,6.694209575653076,6.739031791687013,3.9534952640533447,5.8950443267822275
308,2730,6.850190162658691,6.601560592651367,6.351622581481934,3.3579366207122803
309,2735,8.864952087402344,7.590497970581055,6.85019063949585,3.00506854057312
310,2740,8.935030937194824,9.086180686950684,5.938246250152588,2.2386243343353267
311,2745,6.044286251068115,7.594101905822754,5.867552757263184,5.734322547912598
312,2755,6.740294456481934,7.639305114746094,6.399831771850586,5.480152606964111
313,2760,7.894577503204347,5.660521984100343,9.974723815917967,6.89496374130249
314,2765,7.183064937591553,7.16359806060791,4.717491149902344,5.168302536010742
315,2775,7.754932880401611,7.904065608978271,5.767750263214111,2.634688377380371
316,2785,6.1628007888793945,7.253142356872559,4.959414005279541,4.81577205657959
317,2795,6.636862754821777,7.716110706329347,8.154988288879395,7.716109752655028
318,2800,7.4269652366638175,7.4834022521972665,7.095465660095215,5.557963371276856
319,2815,8.321843147277832,6.1676387786865225,8.624594688415527,5.336396217346191
320,2820,6.428049564361572,6.135865688323975,4.740616798400879,8.177562713623049
321,2825,5.503740310668945,6.631924152374268,2.8443698883056636,4.682960510253906
322,2835,6.422053337097168,8.289306640625,5.622591018676758,7.6303749084472665
323,2840,7.7843074798583975,7.947116374969482,9.80154514312744,5.8072547912597665
324,2845,6.471659183502197,5.93824577331543,7.867165565490723,8.184969902038574
325,2855,7.1775898933410645,7.756833553314209,4.029523849487306,7.210727214813232
326,2865,8.669581413269043,9.402222633361816,2.0147619247436523,4.749082088470459
327,2870,10.6727933883667,6.044285774230957,3.6126766204833984,4.3562421798706055
328,2880,4.939416885375977,7.897866725921631,5.036904335021973,6.56663179397583
329,2885,5.756462574005128,7.483401775360107,8.65162467956543,3.8329615592956543
330,2890,6.4920105934143075,7.6690940856933585,3.4922537803649902,3.581799030303955
331,2895,7.669094562530518,6.425457000732423,3.6457595825195312,4.605170726776123
332,2900,6.7865662574768075,7.575504779815674,4.461258888244629,4.9505577087402335
333,2905,5.002167224884033,6.865114688873291,2.6863491535186768,3.8802824020385738
